name,date,cases
Lyme,2020-05-26,3
Madison,2020-05-26,135
Manchester,2020-05-26,620
Mansfield,2020-05-26,27
Marlborough,2020-05-26,64
Meriden,2020-05-26,751
Middlebury,2020-05-26,45
Middlefield,2020-05-26,16
Middletown,2020-05-26,531
Milford,2020-05-26,616
Monroe,2020-05-26,104
Montville,2020-05-26,250
Morris,2020-05-26,14
Naugatuck,2020-05-26,359
New Britain,2020-05-26,931
New Canaan,2020-05-26,163
New Fairfield,2020-05-26,106
New Hartford,2020-05-26,24
New Haven,2020-05-26,2382
New London,2020-05-26,135
New Milford,2020-05-26,261
Newington,2020-05-26,340
Newtown,2020-05-26,210
Norfolk,2020-05-26,11
North Branford,2020-05-26,80
North Canaan,2020-05-26,6
North Haven,2020-05-26,236
North Stonington,2020-05-26,10
Norwalk,2020-05-26,1968
Norwich,2020-05-26,89
Old Lyme,2020-05-26,16
Old Saybrook,2020-05-26,66
Orange,2020-05-26,112
Oxford,2020-05-26,76
Plainfield,2020-05-26,31
Plainville,2020-05-26,137
Plymouth,2020-05-26,67
Pomfret,2020-05-26,13
Portland,2020-05-26,61
Preston,2020-05-26,14
Prospect,2020-05-26,53
Putnam,2020-05-26,27
Redding,2020-05-26,70
Ridgefield,2020-05-26,202
Rocky Hill,2020-05-26,376
Roxbury,2020-05-26,7
Salem,2020-05-26,4
Salisbury,2020-05-26,11
Scotland,2020-05-26,0
Seymour,2020-05-26,217
Sharon,2020-05-26,16
Shelton,2020-05-26,568
Sherman,2020-05-26,14
Simsbury,2020-05-26,109
Somers,2020-05-26,283
South Windsor,2020-05-26,138
Southbury,2020-05-26,166
Southington,2020-05-26,298
Sprague,2020-05-26,4
Stafford,2020-05-26,98
Stamford,2020-05-26,3094
Sterling,2020-05-26,2
Stonington,2020-05-26,30
Stratford,2020-05-26,772
Suffield,2020-05-26,112
Thomaston,2020-05-26,54
Thompson,2020-05-26,31
Tolland,2020-05-26,47
Torrington,2020-05-26,504
Trumbull,2020-05-26,508
Union,2020-05-26,4
Vernon,2020-05-26,173
Voluntown,2020-05-26,9
Wallingford,2020-05-26,433
Warren,2020-05-26,4
Washington,2020-05-26,18
Waterbury,2020-05-26,1833
Waterford,2020-05-26,152
Watertown,2020-05-26,141
West Hartford,2020-05-26,580
West Haven,2020-05-26,1017
Westbrook,2020-05-26,28
Weston,2020-05-26,62
Westport,2020-05-26,283
Wethersfield,2020-05-26,241
Willington,2020-05-26,12
Wilton,2020-05-26,201
Winchester,2020-05-26,51
Windham,2020-05-26,167
Windsor,2020-05-26,532
Windsor Locks,2020-05-26,109
Wolcott,2020-05-26,97
Woodbridge,2020-05-26,127
Woodbury,2020-05-26,41
Woodstock,2020-05-26,13
Andover,2020-05-27,10
Ansonia,2020-05-27,258
Ashford,2020-05-27,15
Avon,2020-05-27,113
Barkhamsted,2020-05-27,26
Beacon Falls,2020-05-27,45
Berlin,2020-05-27,150
Bethany,2020-05-27,32
Bethel,2020-05-27,246
Bethlehem,2020-05-27,10
Bloomfield,2020-05-27,475
Bolton,2020-05-27,23
Bozrah,2020-05-27,7
Branford,2020-05-27,327
Bridgeport,2020-05-27,3273
Bridgewater,2020-05-27,6
Bristol,2020-05-27,536
Brookfield,2020-05-27,153
Brooklyn,2020-05-27,21
Burlington,2020-05-27,23
Canaan,2020-05-27,0
Canterbury,2020-05-27,11
Canton,2020-05-27,82
Chaplin,2020-05-27,3
Cheshire,2020-05-27,177
Chester,2020-05-27,46
Clinton,2020-05-27,52
Colchester,2020-05-27,35
Colebrook,2020-05-27,2
Columbia,2020-05-27,21
Cornwall,2020-05-27,6
Coventry,2020-05-27,40
Cromwell,2020-05-27,112
Danbury,2020-05-27,1758
Darien,2020-05-27,204
Deep River,2020-05-27,9
Derby,2020-05-27,148
Durham,2020-05-27,31
East Granby,2020-05-27,9
East Haddam,2020-05-27,14
East Hampton,2020-05-27,43
East Hartford,2020-05-27,782
East Haven,2020-05-27,387
East Lyme,2020-05-27,139
East Windsor,2020-05-27,143
Eastford,2020-05-27,8
Easton,2020-05-27,31
Ellington,2020-05-27,57
Enfield,2020-05-27,413
Essex,2020-05-27,22
Fairfield,2020-05-27,583
Farmington,2020-05-27,194
Franklin,2020-05-27,4
Glastonbury,2020-05-27,269
Goshen,2020-05-27,8
Granby,2020-05-27,20
Greenwich,2020-05-27,772
Griswold,2020-05-27,23
Groton,2020-05-27,89
Guilford,2020-05-27,94
Haddam,2020-05-27,28
Hamden,2020-05-27,935
Hampton,2020-05-27,2
Hartford,2020-05-27,2215
Hartland,2020-05-27,6
Harwinton,2020-05-27,27
Hebron,2020-05-27,22
Kent,2020-05-27,7
Killingly,2020-05-27,27
Killingworth,2020-05-27,13
Lebanon,2020-05-27,23
Ledyard,2020-05-27,19
Lisbon,2020-05-27,7
Litchfield,2020-05-27,37
Lyme,2020-05-27,3
Madison,2020-05-27,137
Manchester,2020-05-27,633
Mansfield,2020-05-27,28
Marlborough,2020-05-27,73
Meriden,2020-05-27,755
Middlebury,2020-05-27,44
Middlefield,2020-05-27,18
Middletown,2020-05-27,538
Milford,2020-05-27,619
Monroe,2020-05-27,104
Montville,2020-05-27,252
Morris,2020-05-27,14
Naugatuck,2020-05-27,360
New Britain,2020-05-27,938
New Canaan,2020-05-27,164
New Fairfield,2020-05-27,106
New Hartford,2020-05-27,25
New Haven,2020-05-27,2407
New London,2020-05-27,136
New Milford,2020-05-27,262
Newington,2020-05-27,344
Newtown,2020-05-27,212
Norfolk,2020-05-27,11
North Branford,2020-05-27,80
North Canaan,2020-05-27,6
North Haven,2020-05-27,237
North Stonington,2020-05-27,12
Norwalk,2020-05-27,1972
Norwich,2020-05-27,89
Old Lyme,2020-05-27,15
Old Saybrook,2020-05-27,68
Orange,2020-05-27,113
Oxford,2020-05-27,77
Plainfield,2020-05-27,31
Plainville,2020-05-27,138
Plymouth,2020-05-27,67
Pomfret,2020-05-27,14
Portland,2020-05-27,60
Preston,2020-05-27,13
Prospect,2020-05-27,53
Putnam,2020-05-27,27
Redding,2020-05-27,70
Ridgefield,2020-05-27,203
Rocky Hill,2020-05-27,380
Roxbury,2020-05-27,7
Salem,2020-05-27,4
Salisbury,2020-05-27,11
Scotland,2020-05-27,0
Seymour,2020-05-27,222
Sharon,2020-05-27,15
Shelton,2020-05-27,570
Sherman,2020-05-27,14
Simsbury,2020-05-27,108
Somers,2020-05-27,285
South Windsor,2020-05-27,140
Southbury,2020-05-27,167
Southington,2020-05-27,304
Sprague,2020-05-27,4
Stafford,2020-05-27,98
Stamford,2020-05-27,3083
Sterling,2020-05-27,2
Stonington,2020-05-27,31
Stratford,2020-05-27,776
Suffield,2020-05-27,113
Thomaston,2020-05-27,54
Thompson,2020-05-27,32
Tolland,2020-05-27,46
Torrington,2020-05-27,510
Trumbull,2020-05-27,511
Union,2020-05-27,5
Vernon,2020-05-27,175
Voluntown,2020-05-27,9
Wallingford,2020-05-27,439
Warren,2020-05-27,4
Washington,2020-05-27,18
Waterbury,2020-05-27,1844
Waterford,2020-05-27,153
Watertown,2020-05-27,142
West Hartford,2020-05-27,583
West Haven,2020-05-27,1018
Westbrook,2020-05-27,28
Weston,2020-05-27,62
Westport,2020-05-27,285
Wethersfield,2020-05-27,246
Willington,2020-05-27,12
Wilton,2020-05-27,201
Winchester,2020-05-27,50
Windham,2020-05-27,169
Windsor,2020-05-27,539
Windsor Locks,2020-05-27,109
Wolcott,2020-05-27,96
Woodbridge,2020-05-27,127
Woodbury,2020-05-27,41
Woodstock,2020-05-27,13
Andover,2020-05-28,10
Ansonia,2020-05-28,256
Ashford,2020-05-28,15
Avon,2020-05-28,116
Barkhamsted,2020-05-28,26
Beacon Falls,2020-05-28,45
Berlin,2020-05-28,150
Bethany,2020-05-28,32
Bethel,2020-05-28,246
Bethlehem,2020-05-28,12
Bloomfield,2020-05-28,476
Bolton,2020-05-28,23
Bozrah,2020-05-28,7
Branford,2020-05-28,327
Bridgeport,2020-05-28,3285
Bridgewater,2020-05-28,6
Bristol,2020-05-28,547
Brookfield,2020-05-28,153
Brooklyn,2020-05-28,22
Burlington,2020-05-28,23
Canaan,2020-05-28,0
Canterbury,2020-05-28,11
Canton,2020-05-28,83
Chaplin,2020-05-28,3
Cheshire,2020-05-28,179
Chester,2020-05-28,46
Clinton,2020-05-28,52
Colchester,2020-05-28,36
Colebrook,2020-05-28,2
Columbia,2020-05-28,21
Cornwall,2020-05-28,6
Coventry,2020-05-28,40
Cromwell,2020-05-28,112
Danbury,2020-05-28,1767
Darien,2020-05-28,205
Deep River,2020-05-28,9
Derby,2020-05-28,149
Durham,2020-05-28,31
East Granby,2020-05-28,9
East Haddam,2020-05-28,16
East Hampton,2020-05-28,42
East Hartford,2020-05-28,785
East Haven,2020-05-28,387
East Lyme,2020-05-28,139
East Windsor,2020-05-28,145
Eastford,2020-05-28,8
Easton,2020-05-28,30
Ellington,2020-05-28,58
Enfield,2020-05-28,415
Essex,2020-05-28,22
Fairfield,2020-05-28,588
Farmington,2020-05-28,194
Franklin,2020-05-28,4
Glastonbury,2020-05-28,272
Goshen,2020-05-28,8
Granby,2020-05-28,20
Greenwich,2020-05-28,774
Griswold,2020-05-28,22
Groton,2020-05-28,88
Guilford,2020-05-28,94
Haddam,2020-05-28,28
Hamden,2020-05-28,938
Hampton,2020-05-28,2
Hartford,2020-05-28,2231
Hartland,2020-05-28,6
Harwinton,2020-05-28,27
Hebron,2020-05-28,22
Kent,2020-05-28,7
Killingly,2020-05-28,28
Killingworth,2020-05-28,14
Lebanon,2020-05-28,23
Ledyard,2020-05-28,19
Lisbon,2020-05-28,9
Litchfield,2020-05-28,36
Lyme,2020-05-28,2
Madison,2020-05-28,137
Manchester,2020-05-28,638
Mansfield,2020-05-28,28
Marlborough,2020-05-28,73
Meriden,2020-05-28,760
Middlebury,2020-05-28,44
Middlefield,2020-05-28,18
Middletown,2020-05-28,543
Milford,2020-05-28,619
Monroe,2020-05-28,104
Montville,2020-05-28,252
Morris,2020-05-28,14
Naugatuck,2020-05-28,364
New Britain,2020-05-28,942
New Canaan,2020-05-28,165
New Fairfield,2020-05-28,106
New Hartford,2020-05-28,25
New Haven,2020-05-28,2419
New London,2020-05-28,135
New Milford,2020-05-28,266
Newington,2020-05-28,345
Newtown,2020-05-28,213
Norfolk,2020-05-28,11
North Branford,2020-05-28,80
North Canaan,2020-05-28,6
North Haven,2020-05-28,239
North Stonington,2020-05-28,12
Norwalk,2020-05-28,1981
Norwich,2020-05-28,89
Old Lyme,2020-05-28,15
Old Saybrook,2020-05-28,68
Orange,2020-05-28,113
Oxford,2020-05-28,76
Plainfield,2020-05-28,31
Plainville,2020-05-28,139
Plymouth,2020-05-28,68
Pomfret,2020-05-28,14
Portland,2020-05-28,61
Preston,2020-05-28,13
Prospect,2020-05-28,53
Putnam,2020-05-28,27
Redding,2020-05-28,70
Ridgefield,2020-05-28,203
Rocky Hill,2020-05-28,380
Roxbury,2020-05-28,7
Salem,2020-05-28,4
Salisbury,2020-05-28,11
Scotland,2020-05-28,0
Seymour,2020-05-28,224
Sharon,2020-05-28,15
Shelton,2020-05-28,573
Sherman,2020-05-28,14
Simsbury,2020-05-28,109
Somers,2020-05-28,285
South Windsor,2020-05-28,141
Southbury,2020-05-28,168
Southington,2020-05-28,309
Sprague,2020-05-28,4
Stafford,2020-05-28,101
Stamford,2020-05-28,3088
Sterling,2020-05-28,2
Stonington,2020-05-28,31
Stratford,2020-05-28,783
Suffield,2020-05-28,114
Thomaston,2020-05-28,54
Thompson,2020-05-28,32
Tolland,2020-05-28,46
Torrington,2020-05-28,511
Trumbull,2020-05-28,512
Union,2020-05-28,6
Vernon,2020-05-28,175
Voluntown,2020-05-28,9
Wallingford,2020-05-28,440
Warren,2020-05-28,4
Washington,2020-05-28,19
Waterbury,2020-05-28,1849
Waterford,2020-05-28,155
Watertown,2020-05-28,142
West Hartford,2020-05-28,585
West Haven,2020-05-28,1023
Westbrook,2020-05-28,28
Weston,2020-05-28,62
Westport,2020-05-28,286
Wethersfield,2020-05-28,247
Willington,2020-05-28,12
Wilton,2020-05-28,201
Winchester,2020-05-28,51
Windham,2020-05-28,172
Windsor,2020-05-28,542
Windsor Locks,2020-05-28,110
Wolcott,2020-05-28,98
Woodbridge,2020-05-28,128
Woodbury,2020-05-28,41
Woodstock,2020-05-28,13
Andover,2020-05-29,10
Ansonia,2020-05-29,256
Ashford,2020-05-29,15
Avon,2020-05-29,117
Barkhamsted,2020-05-29,26
Beacon Falls,2020-05-29,45
Berlin,2020-05-29,150
Bethany,2020-05-29,32
Bethel,2020-05-29,246
Bethlehem,2020-05-29,12
Bloomfield,2020-05-29,477
Bolton,2020-05-29,23
Bozrah,2020-05-29,7
Branford,2020-05-29,327
Bridgeport,2020-05-29,3328
Bridgewater,2020-05-29,7
Bristol,2020-05-29,552
Brookfield,2020-05-29,155
Brooklyn,2020-05-29,22
Burlington,2020-05-29,24
Canaan,2020-05-29,0
Canterbury,2020-05-29,11
Canton,2020-05-29,83
Chaplin,2020-05-29,3
Cheshire,2020-05-29,182
Chester,2020-05-29,46
Clinton,2020-05-29,52
Colchester,2020-05-29,36
Colebrook,2020-05-29,2
Columbia,2020-05-29,22
Cornwall,2020-05-29,6
Coventry,2020-05-29,40
Cromwell,2020-05-29,115
Danbury,2020-05-29,1773
Darien,2020-05-29,204
Deep River,2020-05-29,9
Derby,2020-05-29,152
Durham,2020-05-29,32
East Granby,2020-05-29,9
East Haddam,2020-05-29,17
East Hampton,2020-05-29,42
East Hartford,2020-05-29,785
East Haven,2020-05-29,388
East Lyme,2020-05-29,142
East Windsor,2020-05-29,145
Eastford,2020-05-29,8
Easton,2020-05-29,30
Ellington,2020-05-29,58
Enfield,2020-05-29,418
Essex,2020-05-29,22
Fairfield,2020-05-29,592
Farmington,2020-05-29,194
Franklin,2020-05-29,4
Glastonbury,2020-05-29,274
Goshen,2020-05-29,8
Granby,2020-05-29,20
Greenwich,2020-05-29,780
Griswold,2020-05-29,22
Groton,2020-05-29,89
Guilford,2020-05-29,94
Haddam,2020-05-29,29
Hamden,2020-05-29,944
Hampton,2020-05-29,2
Hartford,2020-05-29,2248
Hartland,2020-05-29,6
Harwinton,2020-05-29,28
Hebron,2020-05-29,22
Kent,2020-05-29,7
Killingly,2020-05-29,28
Killingworth,2020-05-29,14
Lebanon,2020-05-29,23
Ledyard,2020-05-29,21
Lisbon,2020-05-29,11
Litchfield,2020-05-29,36
Lyme,2020-05-29,2
Madison,2020-05-29,137
Manchester,2020-05-29,639
Mansfield,2020-05-29,29
Marlborough,2020-05-29,74
Meriden,2020-05-29,767
Middlebury,2020-05-29,44
Middlefield,2020-05-29,18
Middletown,2020-05-29,549
Milford,2020-05-29,621
Monroe,2020-05-29,104
Montville,2020-05-29,252
Morris,2020-05-29,14
Naugatuck,2020-05-29,366
New Britain,2020-05-29,953
New Canaan,2020-05-29,165
New Fairfield,2020-05-29,106
New Hartford,2020-05-29,25
New Haven,2020-05-29,2437
New London,2020-05-29,136
New Milford,2020-05-29,268
Newington,2020-05-29,346
Newtown,2020-05-29,213
Norfolk,2020-05-29,11
North Branford,2020-05-29,81
North Canaan,2020-05-29,6
North Haven,2020-05-29,240
North Stonington,2020-05-29,12
Norwalk,2020-05-29,1984
Norwich,2020-05-29,89
Old Lyme,2020-05-29,15
Old Saybrook,2020-05-29,69
Orange,2020-05-29,113
Oxford,2020-05-29,76
Plainfield,2020-05-29,31
Plainville,2020-05-29,140
Plymouth,2020-05-29,68
Pomfret,2020-05-29,14
Portland,2020-05-29,61
Preston,2020-05-29,13
Prospect,2020-05-29,53
Putnam,2020-05-29,27
Redding,2020-05-29,71
Ridgefield,2020-05-29,204
Rocky Hill,2020-05-29,383
Roxbury,2020-05-29,7
Salem,2020-05-29,4
Salisbury,2020-05-29,11
Scotland,2020-05-29,0
Seymour,2020-05-29,225
Sharon,2020-05-29,15
Shelton,2020-05-29,579
Sherman,2020-05-29,14
Simsbury,2020-05-29,109
Somers,2020-05-29,286
South Windsor,2020-05-29,143
Southbury,2020-05-29,171
Southington,2020-05-29,311
Sprague,2020-05-29,4
Stafford,2020-05-29,103
Stamford,2020-05-29,3095
Sterling,2020-05-29,2
Stonington,2020-05-29,30
Stratford,2020-05-29,794
Suffield,2020-05-29,114
Thomaston,2020-05-29,54
Thompson,2020-05-29,32
Tolland,2020-05-29,46
Torrington,2020-05-29,513
Trumbull,2020-05-29,513
Union,2020-05-29,6
Vernon,2020-05-29,175
Voluntown,2020-05-29,9
Wallingford,2020-05-29,441
Warren,2020-05-29,4
Washington,2020-05-29,19
Waterbury,2020-05-29,1865
Waterford,2020-05-29,155
Watertown,2020-05-29,142
West Hartford,2020-05-29,588
West Haven,2020-05-29,1026
Westbrook,2020-05-29,29
Weston,2020-05-29,63
Westport,2020-05-29,288
Wethersfield,2020-05-29,249
Willington,2020-05-29,13
Wilton,2020-05-29,201
Winchester,2020-05-29,51
Windham,2020-05-29,173
Windsor,2020-05-29,545
Windsor Locks,2020-05-29,111
Wolcott,2020-05-29,99
Woodbridge,2020-05-29,127
Woodbury,2020-05-29,41
Woodstock,2020-05-29,13
Andover,2020-05-30,10
Ansonia,2020-05-30,256
Ashford,2020-05-30,15
Avon,2020-05-30,116
Barkhamsted,2020-05-30,26
Beacon Falls,2020-05-30,45
Berlin,2020-05-30,150
Bethany,2020-05-30,32
Bethel,2020-05-30,245
Bethlehem,2020-05-30,12
Bloomfield,2020-05-30,482
Bolton,2020-05-30,23
Bozrah,2020-05-30,7
Branford,2020-05-30,327
Bridgeport,2020-05-30,3345
Bridgewater,2020-05-30,7
Bristol,2020-05-30,553
Brookfield,2020-05-30,155
Brooklyn,2020-05-30,22
Burlington,2020-05-30,24
Canaan,2020-05-30,0
Canterbury,2020-05-30,11
Canton,2020-05-30,83
Chaplin,2020-05-30,3
Cheshire,2020-05-30,183
Chester,2020-05-30,46
Clinton,2020-05-30,52
Colchester,2020-05-30,36
Colebrook,2020-05-30,3
Columbia,2020-05-30,22
Cornwall,2020-05-30,6
Coventry,2020-05-30,40
Cromwell,2020-05-30,115
Danbury,2020-05-30,1783
Darien,2020-05-30,204
Deep River,2020-05-30,9
Derby,2020-05-30,153
Durham,2020-05-30,32
East Granby,2020-05-30,9
East Haddam,2020-05-30,17
East Hampton,2020-05-30,42
East Hartford,2020-05-30,793
East Haven,2020-05-30,389
East Lyme,2020-05-30,142
East Windsor,2020-05-30,146
Eastford,2020-05-30,8
Easton,2020-05-30,30
Ellington,2020-05-30,58
Enfield,2020-05-30,417
Essex,2020-05-30,22
Fairfield,2020-05-30,593
Farmington,2020-05-30,195
Franklin,2020-05-30,4
Glastonbury,2020-05-30,272
Goshen,2020-05-30,8
Granby,2020-05-30,20
Greenwich,2020-05-30,788
Griswold,2020-05-30,24
Groton,2020-05-30,87
Guilford,2020-05-30,94
Haddam,2020-05-30,29
Hamden,2020-05-30,944
Hampton,2020-05-30,2
Hartford,2020-05-30,2250
Hartland,2020-05-30,6
Harwinton,2020-05-30,28
Hebron,2020-05-30,23
Kent,2020-05-30,7
Killingly,2020-05-30,28
Killingworth,2020-05-30,14
Lebanon,2020-05-30,23
Ledyard,2020-05-30,21
Lisbon,2020-05-30,11
Litchfield,2020-05-30,36
Lyme,2020-05-30,2
Madison,2020-05-30,137
Manchester,2020-05-30,640
Mansfield,2020-05-30,29
Marlborough,2020-05-30,75
Meriden,2020-05-30,772
Middlebury,2020-05-30,44
Middlefield,2020-05-30,18
Middletown,2020-05-30,549
Milford,2020-05-30,620
Monroe,2020-05-30,105
Montville,2020-05-30,252
Morris,2020-05-30,14
Naugatuck,2020-05-30,363
New Britain,2020-05-30,958
New Canaan,2020-05-30,166
New Fairfield,2020-05-30,106
New Hartford,2020-05-30,25
New Haven,2020-05-30,2443
New London,2020-05-30,136
New Milford,2020-05-30,269
Newington,2020-05-30,351
Newtown,2020-05-30,211
Norfolk,2020-05-30,11
North Branford,2020-05-30,81
North Canaan,2020-05-30,6
North Haven,2020-05-30,241
North Stonington,2020-05-30,12
Norwalk,2020-05-30,1991
Norwich,2020-05-30,89
Old Lyme,2020-05-30,15
Old Saybrook,2020-05-30,69
Orange,2020-05-30,113
Oxford,2020-05-30,77
Plainfield,2020-05-30,31
Plainville,2020-05-30,140
Plymouth,2020-05-30,68
Pomfret,2020-05-30,14
Portland,2020-05-30,61
Preston,2020-05-30,14
Prospect,2020-05-30,53
Putnam,2020-05-30,27
Redding,2020-05-30,71
Ridgefield,2020-05-30,204
Rocky Hill,2020-05-30,385
Roxbury,2020-05-30,7
Salem,2020-05-30,4
Salisbury,2020-05-30,11
Scotland,2020-05-30,0
Seymour,2020-05-30,225
Sharon,2020-05-30,27
Shelton,2020-05-30,577
Sherman,2020-05-30,14
Simsbury,2020-05-30,108
Somers,2020-05-30,286
South Windsor,2020-05-30,139
Southbury,2020-05-30,172
Southington,2020-05-30,311
Sprague,2020-05-30,4
Stafford,2020-05-30,103
Stamford,2020-05-30,3104
Sterling,2020-05-30,2
Stonington,2020-05-30,31
Stratford,2020-05-30,796
Suffield,2020-05-30,114
Thomaston,2020-05-30,54
Thompson,2020-05-30,33
Tolland,2020-05-30,46
Torrington,2020-05-30,513
Trumbull,2020-05-30,509
Union,2020-05-30,6
Vernon,2020-05-30,177
Voluntown,2020-05-30,9
Wallingford,2020-05-30,441
Warren,2020-05-30,4
Washington,2020-05-30,19
Waterbury,2020-05-30,1866
Waterford,2020-05-30,155
Watertown,2020-05-30,143
West Hartford,2020-05-30,655
West Haven,2020-05-30,1026
Westbrook,2020-05-30,29
Weston,2020-05-30,63
Westport,2020-05-30,288
Wethersfield,2020-05-30,248
Willington,2020-05-30,13
Wilton,2020-05-30,201
Winchester,2020-05-30,51
Windham,2020-05-30,175
Windsor,2020-05-30,546
Windsor Locks,2020-05-30,110
Wolcott,2020-05-30,99
Woodbridge,2020-05-30,127
Woodbury,2020-05-30,42
Woodstock,2020-05-30,13
Andover,2020-05-31,10
Ansonia,2020-05-31,259
Ashford,2020-05-31,15
Avon,2020-05-31,117
Barkhamsted,2020-05-31,26
Beacon Falls,2020-05-31,45
Berlin,2020-05-31,151
Bethany,2020-05-31,32
Bethel,2020-05-31,246
Bethlehem,2020-05-31,12
Bloomfield,2020-05-31,485
Bolton,2020-05-31,23
Bozrah,2020-05-31,7
Branford,2020-05-31,327
Bridgeport,2020-05-31,3381
Bridgewater,2020-05-31,8
Bristol,2020-05-31,555
Brookfield,2020-05-31,156
Brooklyn,2020-05-31,23
Burlington,2020-05-31,24
Canaan,2020-05-31,0
Canterbury,2020-05-31,11
Canton,2020-05-31,83
Chaplin,2020-05-31,3
Cheshire,2020-05-31,183
Chester,2020-05-31,46
Clinton,2020-05-31,52
Colchester,2020-05-31,37
Colebrook,2020-05-31,3
Columbia,2020-05-31,22
Cornwall,2020-05-31,6
Coventry,2020-05-31,39
Cromwell,2020-05-31,118
Danbury,2020-05-31,1797
Darien,2020-05-31,207
Deep River,2020-05-31,10
Derby,2020-05-31,157
Durham,2020-05-31,33
East Granby,2020-05-31,9
East Haddam,2020-05-31,17
East Hampton,2020-05-31,43
East Hartford,2020-05-31,797
East Haven,2020-05-31,390
East Lyme,2020-05-31,145
East Windsor,2020-05-31,151
Eastford,2020-05-31,8
Easton,2020-05-31,31
Ellington,2020-05-31,59
Enfield,2020-05-31,434
Essex,2020-05-31,23
Fairfield,2020-05-31,608
Farmington,2020-05-31,194
Franklin,2020-05-31,4
Glastonbury,2020-05-31,276
Goshen,2020-05-31,8
Granby,2020-05-31,21
Greenwich,2020-05-31,791
Griswold,2020-05-31,26
Groton,2020-05-31,92
Guilford,2020-05-31,95
Haddam,2020-05-31,32
Hamden,2020-05-31,959
Hampton,2020-05-31,2
Hartford,2020-05-31,2293
Hartland,2020-05-31,6
Harwinton,2020-05-31,28
Hebron,2020-05-31,23
Kent,2020-05-31,8
Killingly,2020-05-31,29
Killingworth,2020-05-31,14
Lebanon,2020-05-31,23
Ledyard,2020-05-31,21
Lisbon,2020-05-31,9
Litchfield,2020-05-31,38
Lyme,2020-05-31,2
Madison,2020-05-31,138
Manchester,2020-05-31,643
Mansfield,2020-05-31,29
Marlborough,2020-05-31,78
Meriden,2020-05-31,783
Middlebury,2020-05-31,43
Middlefield,2020-05-31,18
Middletown,2020-05-31,567
Milford,2020-05-31,630
Monroe,2020-05-31,106
Montville,2020-05-31,251
Morris,2020-05-31,14
Naugatuck,2020-05-31,367
New Britain,2020-05-31,971
New Canaan,2020-05-31,166
New Fairfield,2020-05-31,107
New Hartford,2020-05-31,25
New Haven,2020-05-31,2468
New London,2020-05-31,137
New Milford,2020-05-31,269
Newington,2020-05-31,357
Newtown,2020-05-31,213
Norfolk,2020-05-31,11
North Branford,2020-05-31,81
North Canaan,2020-05-31,6
North Haven,2020-05-31,245
North Stonington,2020-05-31,12
Norwalk,2020-05-31,1996
Norwich,2020-05-31,91
Old Lyme,2020-05-31,15
Old Saybrook,2020-05-31,80
Orange,2020-05-31,113
Oxford,2020-05-31,77
Plainfield,2020-05-31,31
Plainville,2020-05-31,143
Plymouth,2020-05-31,70
Pomfret,2020-05-31,14
Portland,2020-05-31,61
Preston,2020-05-31,14
Prospect,2020-05-31,55
Putnam,2020-05-31,27
Redding,2020-05-31,71
Ridgefield,2020-05-31,210
Rocky Hill,2020-05-31,394
Roxbury,2020-05-31,7
Salem,2020-05-31,4
Salisbury,2020-05-31,11
Scotland,2020-05-31,0
Seymour,2020-05-31,227
Sharon,2020-05-31,16
Shelton,2020-05-31,598
Sherman,2020-05-31,14
Simsbury,2020-05-31,110
Somers,2020-05-31,286
South Windsor,2020-05-31,147
Southbury,2020-05-31,173
Southington,2020-05-31,316
Sprague,2020-05-31,4
Stafford,2020-05-31,109
Stamford,2020-05-31,3122
Sterling,2020-05-31,2
Stonington,2020-05-31,32
Stratford,2020-05-31,810
Suffield,2020-05-31,119
Thomaston,2020-05-31,54
Thompson,2020-05-31,34
Tolland,2020-05-31,47
Torrington,2020-05-31,520
Trumbull,2020-05-31,524
Union,2020-05-31,6
Vernon,2020-05-31,179
Voluntown,2020-05-31,9
Wallingford,2020-05-31,445
Warren,2020-05-31,4
Washington,2020-05-31,21
Waterbury,2020-05-31,1906
Waterford,2020-05-31,156
Watertown,2020-05-31,142
West Hartford,2020-05-31,663
West Haven,2020-05-31,1037
Westbrook,2020-05-31,29
Weston,2020-05-31,63
Westport,2020-05-31,290
Wethersfield,2020-05-31,249
Willington,2020-05-31,13
Wilton,2020-05-31,202
Winchester,2020-05-31,51
Windham,2020-05-31,176
Windsor,2020-05-31,551
Windsor Locks,2020-05-31,111
Wolcott,2020-05-31,99
Woodbridge,2020-05-31,145
Woodbury,2020-05-31,42
Woodstock,2020-05-31,13
Andover,2020-06-01,10
Ansonia,2020-06-01,260
Ashford,2020-06-01,15
Avon,2020-06-01,118
Barkhamsted,2020-06-01,26
Beacon Falls,2020-06-01,45
Berlin,2020-06-01,154
Bethany,2020-06-01,32
Bethel,2020-06-01,246
Bethlehem,2020-06-01,12
Bloomfield,2020-06-01,488
Bolton,2020-06-01,23
Bozrah,2020-06-01,7
Branford,2020-06-01,326
Bridgeport,2020-06-01,3401
Bridgewater,2020-06-01,8
Bristol,2020-06-01,559
Brookfield,2020-06-01,156
Brooklyn,2020-06-01,23
Burlington,2020-06-01,24
Canaan,2020-06-01,0
Canterbury,2020-06-01,12
Canton,2020-06-01,92
Chaplin,2020-06-01,3
Cheshire,2020-06-01,184
Chester,2020-06-01,47
Clinton,2020-06-01,52
Colchester,2020-06-01,36
Colebrook,2020-06-01,3
Columbia,2020-06-01,22
Cornwall,2020-06-01,6
Coventry,2020-06-01,40
Cromwell,2020-06-01,123
